analysis_id	feature_id	study_id	platform	ion_mode	evidence_family	within_analysis_evidence_unit	metabolite_name	normalized_name_key	cas	molecular_formula	quantitated_mz	hmdb_id	kegg_id	pubchem_id	annotation_identity_status	internal_standard	source_annotation_ion_mode	precursor_mz	product_mz	n_escc_nonmissing	n_normal_nonmissing	positive_count_total	positive_detection_rate_escc	positive_detection_rate_normal	detection_rate_difference	zero_count_all	negative_count_all	censoring_sensitive	detection_fisher_p	positive_abundance_n_escc	positive_abundance_n_normal	positive_abundance_wilcoxon_w	positive_abundance_rank_biserial	positive_abundance_wilcoxon_p	raw_mean_escc	raw_mean_normal	raw_median_escc	raw_median_normal	primary_transform	primary_asinh_cofactor	limma_effect_transformed	limma_effect_scale	limma_ci95_low	limma_ci95_high	limma_t	limma_p	limma_q_analysis	wilcoxon_w	wilcoxon_rank_biserial	wilcoxon_p	source_unit_conflict	source_upstream_imputation	additional_imputation_by_this_script	nonpositive_value_semantics	absolute_concentration_claim_allowed	primary_design	paired_model_used_as_primary	host_multiomics_sample_level_link_allowed	limma_q_evidence_family	wilcoxon_q_evidence_family	detection_fisher_q_evidence_family	positive_abundance_wilcoxon_q_evidence_family	wilcoxon_q_analysis	direction	wilcoxon_direction	positive_abundance_direction	direction_concordant	positive_abundance_direction_concordant	run_order_sensitivity_effect	run_order_sensitivity_p	run_order_sensitivity_q_evidence_family	run_order_sensitivity_direction	run_order_perfect_group_block	run_order_rank_group_correlation	paired_sensitivity_effect	paired_sensitivity_p	paired_sensitivity_q_evidence_family	paired_sensitivity_direction	paired_sensitivity_estimable	paired_sensitivity_complete_candidate_pairs	scale_sensitivity_min_q	scale_sensitivity_max_q	scale_sensitivity_all_q05	scale_sensitivity_all_q10	scale_sensitivity_direction_stable	run_order_sensitivity_direction_concordant	paired_sensitivity_direction_concordant	detection_driven	primary_candidate_tier	robust_lc_upgrade	final_candidate_tier	conditional_reason	candidate_rank
AN004962	AN004962__228	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	5'-Deoxy-5'-methylthioadenosine	5deoxy5methylthioadenosine							source_label_unmapped	IS-pos05_Nic-2456-d4-1	Positive	298	136	16	16	32	1	1	0	0	0	FALSE	1	16	16	224	0.75	0.000296732311293235	0.2092708125	0.0991005	0.2310975	0.1019705	asinh	1	0.10838493058408	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0666923560694029	0.150077505098756	5.30545840144979	9.3689327087155e-06	0.000123237499476181	224	0.75	0.000296732311293235	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000167079299972093	0.00216479708920747	1	0.00252623454209106	0.00169137417437144	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.107731801549375	1.65218704649469e-05	0.000274068186523703	higher_in_early_ESCC	FALSE	-0.142151719781894	0.108384930584079	7.76457960950621e-05	0.00118687145459595	higher_in_early_ESCC	TRUE	16	0.000167079299972093	0.00106735480041483	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	65
AN004962	AN004962__31	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Betaine	betaine							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	118.2	58	16	16	32	1	1	0	0	0	FALSE	1	16	16	220	0.71875	0.000525557438272761	15.5067735625	6.5186720625	14.498444	6.0192095	asinh	1	0.768522161545985	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.470649846958374	1.0663944761336	5.26565150284266	1.05148418365669e-05	0.000128431282432352	220	0.71875	0.000525557438272761	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000177645485765156	0.00324430649395301	1	0.00359892593599826	0.00264324476307771	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.744589197017187	1.96671699405843e-05	0.000300626740520359	higher_in_early_ESCC	FALSE	-0.142151719781894	0.768522161545983	3.0054476379865e-05	0.000602967932371042	higher_in_early_ESCC	TRUE	16	0.000153990121314619	0.000357157461504573	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	66
AN004963	AN004963__27	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	2-Oxohexanoic acid	2oxohexanoicacid							source_label_unmapped	IS-neg03_Anthranilic acid-(phenyl-13C6)-1	Negative	129	101.3	16	16	32	1	1	0	0	0	FALSE	1	16	16	18	-0.859375	3.38657413133e-05	0.0529083125	0.146072	0.045447	0.139423	asinh	1	-0.092400217618915	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.129942126717976	-0.0548583085198536	-5.01340874571828	1.91111627717847e-05	0.000443533375812863	18	-0.859375	3.38657413133e-05	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000297274204960127	0.000679431435098081	1	0.000666731782105593	0.0008466435328325	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.0954612213394122	1.34355905268283e-05	0.0002536955623007	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.092400217618915	0.000216605719783484	0.00210698291062116	lower_in_early_ESCC	TRUE	16	2.22198469692788e-05	0.00238116760964862	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	67
AN004962	AN004962__29	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	L-Proline	lproline							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	116	70	16	16	32	1	1	0	0	0	FALSE	1	16	16	234	0.828125	6.4687340505909e-05	85.7065013125	44.2845665	92.002033	49.496952	asinh	1	0.65588510853968	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.39079044628226	0.9209797707971	5.04954962558158	1.94478451843074e-05	0.000221705435101104	234	0.828125	6.4687340505909e-05	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000297274204960127	0.00103823181511984	1	0.0010724480136506	0.000790109659036459	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.63951107474384	3.6564985493779e-05	0.000533516379250139	higher_in_early_ESCC	FALSE	-0.142151719781894	0.65588510853968	3.20459950328989e-06	0.000205735288111211	higher_in_early_ESCC	TRUE	16	0.000215981253059551	0.000353405293454243	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	68
AN004963	AN004963__168	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Acetyl-D-Glucosamine 6-Phosphate	nacetyldglucosamine6phosphate							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	300	199	16	16	32	1	1	0	0	0	FALSE	1	16	16	220	0.71875	0.000525557438272761	3.104513875	1.2465258125	3.1943005	1.239749	asinh	1	0.725413557702844	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.430889269198804	1.01993784620688	5.02652304774202	2.06982242046003e-05	0.000443533375812863	220	0.71875	0.000525557438272761	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000302005907712577	0.00324430649395301	1	0.00359892593599826	0.00437964531893968	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.711584546716578	3.84739352417587e-05	0.000536962313591502	higher_in_early_ESCC	FALSE	-0.142151719781894	0.725413557702843	0.000290981144113982	0.00245802492791022	higher_in_early_ESCC	TRUE	16	0.000302005907712577	0.000482868021939347	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	69
AN004962	AN004962__107	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	L-Carnitine	lcarnitine							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	162.01	103	16	16	32	1	1	0	0	0	FALSE	1	16	16	228	0.78125	0.000163973938982265	10.1849633125	7.2674250625	9.9658645	7.169776	asinh	1	0.322312329310723	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.187830815895489	0.456793842725956	4.89147894110462	3.0483156987003e-05	0.000325788740298594	228	0.78125	0.000163973938982265	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000425438843166433	0.00169792369075184	1	0.00191302928812642	0.00121911058982466	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.310412208571484	5.48340205516634e-05	0.000704068823883358	higher_in_early_ESCC	FALSE	-0.142151719781894	0.322312329310724	0.000180090333666127	0.00186480635828473	higher_in_early_ESCC	TRUE	16	0.000348427417481958	0.000917367409967918	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	70
AN004962	AN004962__52	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Acetylputrescine	nacetylputrescine							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	131	114	16	16	32	1	1	0	0	0	FALSE	1	16	16	233	0.8203125	7.57901618004819e-05	0.273283375	0.042227	0.2816275	0.0313295	asinh	1	0.223267773959327	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.128958288990633	0.31757725892802	4.831661788259	3.61280969460218e-05	0.000363406151633513	233	0.8203125	7.57901618004819e-05	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000483213296653041	0.00115850675895022	1	0.00119369504835759	0.000864007844525494	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.211287407524401	5.47864559631641e-05	0.000704068823883358	higher_in_early_ESCC	FALSE	-0.142151719781894	0.223267773959327	0.000115146545775956	0.00146155254877256	higher_in_early_ESCC	TRUE	16	4.35558104918618e-05	0.000836063986334321	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	71
AN004963	AN004963__222	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Flavin adenine dinucleotide	flavinadeninedinucleotide							source_label_unmapped	IS-neg02_Glu-13C5-N15-1	Negative	784	437	16	16	32	1	1	0	0	0	FALSE	1	16	16	226	0.765625	0.000221176352585672	0.3746069375	0.259353125	0.3847035	0.2586755	asinh	1	0.109694291488607	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0626017617211784	0.156786821256036	4.74469696935943	4.16728535536218e-05	0.000781366004130409	226	0.765625	0.000221176352585672	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000535079439628504	0.00191885430216219	1	0.00211122882013596	0.00274729541841575	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.10674572231679	7.55935727019424e-05	0.000933289878358596	higher_in_early_ESCC	FALSE	-0.142151719781894	0.109694291488607	0.00012900380446903	0.0014789364726628	higher_in_early_ESCC	TRUE	16	0.000535079439628504	0.00198141952053702	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	72
AN004963	AN004963__173	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	2'-Deoxyadenosine-5'-monophosphate	2deoxyadenosine5monophosphate							source_label_unmapped	IS-neg02_Glu-13C5-N15-1	Negative	330	79	16	16	32	1	1	0	0	0	FALSE	1	16	16	227	0.7734375	0.00019056766773784	1.21356175	0.328734875	1.1177505	0.3041655	asinh	1	0.613513554528857	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.347926814443305	0.879100294614409	4.71433998608684	5.02587292093825e-05	0.000810791481813975	227	0.7734375	0.00019056766773784	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000619676346814966	0.00185370367708626	1	0.00206995914956619	0.00274729541841575	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.595578320848807	9.18199011788738e-05	0.0010544901958701	higher_in_early_ESCC	FALSE	-0.142151719781894	0.613513554528857	0.000575491513094035	0.00401592990659099	higher_in_early_ESCC	TRUE	16	0.000275535833494128	0.0037134337311547	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	73
AN004962	AN004962__112	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	7-Methylguanine	7methylguanine							source_label_unmapped	IS-pos04_ACh-d9-1	Positive	166.1	149	16	16	32	1	1	0	0	0	FALSE	1	16	16	234	0.828125	6.4687340505909e-05	0.05312625	0.0367705625	0.0513675	0.036829	asinh	1	0.0163361610853257	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00924199245594343	0.023430329714708	4.69908294147403	5.2242972947583e-05	0.000496308243002038	234	0.828125	6.4687340505909e-05	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000619676346814966	0.00103823181511984	1	0.0010724480136506	0.000790109659036459	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0159839956608174	9.43454551410227e-05	0.0010544901958701	higher_in_early_ESCC	FALSE	-0.142151719781894	0.0163361610853257	0.00010712227620154	0.0014327604441956	higher_in_early_ESCC	TRUE	16	0.000312135775569629	0.000848502096410339	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	74
AN004963	AN004963__92	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Phosphoenolpyruvic acid	phosphoenolpyruvicacid							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	167	79	16	16	32	1	1	0	0	0	FALSE	1	16	16	33	-0.7421875	0.000343006630606514	1.2371003125	2.8378325625	0.641113	2.853477	asinh	1	-0.808236904198253	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-1.16003407383509	-0.456439734561419	-4.68866777574709	5.4052765454265e-05	0.000810791481813975	33	-0.7421875	0.000343006630606514	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000619676346814966	0.00239358974836285	1	0.00277043817028339	0.00321568716193607	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.784535065533579	9.85504855953366e-05	0.0010544901958701	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.808236904198252	0.000708389864442145	0.0048381520528921	lower_in_early_ESCC	TRUE	16	0.000317747038181723	0.00545038990829721	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	75
AN004963	AN004963__199	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Inosine diphosphate	inosinediphosphate							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	427	135	16	16	32	1	1	0	0	0	FALSE	1	16	16	40	-0.6875	0.000911118877153713	0.195186125	0.473185875	0.123711	0.488108	asinh	1	-0.264609228010229	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.381711946052461	-0.147506509967997	-4.60971920795392	6.63441332969007e-05	0.000904692726775919	40	-0.6875	0.000911118877153713	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.00073436092373466	0.00449952553178987	1	0.00494831803971413	0.00569449298221071	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.265321853735839	9.64345508760185e-05	0.0010544901958701	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.264609228010229	0.00223455246311324	0.0108680506160508	lower_in_early_ESCC	TRUE	16	0.000397329143331928	0.00116332062364842	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	76
AN004962	AN004962__54	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	L-Leucine	lleucine							source_label_unmapped	IS-pos01_Leu-555-d3-1	Positive	132.08	86	16	16	32	1	1	0	0	0	FALSE	1	16	16	226	0.765625	0.000221176352585672	76.362495125	40.3200906875	66.6369625	39.652237	asinh	1	0.585481342662455	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.323815880185212	0.847146805139697	4.5665951803863	7.6551417718978e-05	0.000665137844227277	226	0.765625	0.000221176352585672	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000805543286160936	0.00191885430216219	1	0.00211122882013596	0.001512846251686	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.569098899185952	0.000137984985511231	0.00138416188590954	higher_in_early_ESCC	FALSE	-0.142151719781894	0.585481342662453	2.50645575106653e-05	0.000574694497208825	higher_in_early_ESCC	TRUE	16	0.000623119984148491	0.00484473395848926	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	77
AN004962	AN004962__21	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	3-Aminoisobutyric acid	3aminoisobutyricacid							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	104.01	86	16	16	32	1	1	0	0	0	FALSE	1	16	16	40	-0.6875	0.000911118877153713	1.29251125	3.41499775	0.884016	3.3520245	asinh	1	-0.947425330847687	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-1.37138125618892	-0.523469405506455	-4.56089569023293	7.77938999096231e-05	0.000665137844227277	40	-0.6875	0.000911118877153713	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000805543286160936	0.00449952553178987	1	0.00494831803971413	0.00380003239008012	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-1.01264048350751	1.52066416968498e-05	0.000271185110260487	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.947425330847687	0.000303916830255087	0.00250146929517649	lower_in_early_ESCC	TRUE	16	0.000644989539268924	0.00297687460465443	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	78
AN004962	AN004962__183	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Acetyl-D-Glucosamine	nacetyldglucosamine							source_label_unmapped	IS-pos06_TMAO-d9-1	Positive	222	138	16	16	22	0.9375	0.4375	0.5	10	0	TRUE	0.00592284502909836	15	7	93	0.771428571428571	0.00430537873290948	0.628765625	0.119993	0.4873505	0	asinh	1	0.435606713579239	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.237624954785626	0.633588472372852	4.49050561430142	9.4889323439549e-05	0.000712473279083094	232.5	0.81640625	6.34948264710555e-05	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000904745479785084	0.00103823181511984	0.436410826844643	0.0142757294828051	0.000790109659036459	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.420781759134388	0.000169839880137442	0.00151219934507556	higher_in_early_ESCC	FALSE	-0.142151719781894	0.435606713579239	0.000447384038235553	0.00347692322928402	higher_in_early_ESCC	TRUE	16	0.000309539484309478	0.00325681971959226	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	79
AN004962	AN004962__253	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	S-Adenosylmethionine	sadenosylmethionine							source_label_unmapped	IS-pos02_GlU-13C5-N15-1	Positive	399	250	16	16	32	1	1	0	0	0	FALSE	1	16	16	229	0.7890625	0.0001409013155933	26.669958125	8.0303565625	22.221585	7.331244	asinh	1	1.06336074792155	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.579862137996679	1.54685935784641	4.48860359031526	9.5399530812057e-05	0.000712473279083094	229	0.7890625	0.0001409013155933	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000904745479785084	0.00169792369075184	1	0.00191302928812642	0.00120470624832272	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	1.05027342980151	0.000159382878353208	0.00146176868432514	higher_in_early_ESCC	FALSE	-0.142151719781894	1.06336074792155	0.000271875362143668	0.00244181562901148	higher_in_early_ESCC	TRUE	16	0.000385881263106695	0.00212330718672256	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	80
AN004962	AN004962__260	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Citicoline	citicoline							source_label_unmapped	IS-pos03_GABA-d6-1	Positive	489.1	264	16	16	32	1	1	0	0	0	FALSE	1	16	16	225	0.7578125	0.000256356145786896	2.07046675	1.14291625	2.209064	1.154076	asinh	1	0.473430576381613	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.258090256065827	0.688770896697399	4.4870076070685	9.58297392918781e-05	0.000712473279083094	225	0.7578125	0.000256356145786896	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.000904745479785084	0.00205725806993984	1	0.00230720531208206	0.00162358892331701	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.47103023091207	0.000150229985917668	0.00142579409126867	higher_in_early_ESCC	FALSE	-0.142151719781894	0.473430576381613	8.81928006689895e-05	0.00123086473977155	higher_in_early_ESCC	TRUE	16	0.000758514972416584	0.00200444841782991	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	81
AN004962	AN004962__255	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Thiamine pyrophosphate	thiaminepyrophosphate							source_label_unmapped	IS-pos02_GlU-13C5-N15-1	Positive	425.01	304	16	16	32	1	1	0	0	0	FALSE	1	16	16	230	0.796875	0.000120912001277951	0.1945155	0.121771125	0.188212	0.1124395	asinh	1	0.0716303603082319	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0381873414030886	0.105073379213375	4.37105596709549	0.000132406283032607	0.00090565897594303	230	0.796875	0.000120912001277951	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.00118062269037408	0.00155251009640889	1	0.00173124001829793	0.00108820801150156	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0721971929585607	0.000174303351301544	0.00151219934507556	higher_in_early_ESCC	FALSE	-0.142151719781894	0.071630360308232	0.000215039461231727	0.00210698291062116	higher_in_early_ESCC	TRUE	16	0.000489024729577369	0.00178698841708615	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	82
AN004962	AN004962__98	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	L-Cysteinesulfinic acid	lcysteinesulfinicacid							source_label_unmapped	IS-pos02_GlU-13C5-N15-1	Positive	154.1	136	16	16	32	1	1	0	0	0	FALSE	1	16	16	218	0.703125	0.000693837750899373	1.3565386875	0.3873925	1.0457515	0.3665175	asinh	1	0.605675415637174	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.317986313103707	0.89336451817064	4.29677281674685	0.00016357561302034	0.00106229547862214	218	0.703125	0.000693837750899373	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.00141688441262206	0.00377494776336778	1	0.00412375267043967	0.00320665555145386	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.576164387816143	0.000277390209390463	0.00228313480036766	higher_in_early_ESCC	FALSE	-0.142151719781894	0.605675415637173	0.000514611921384455	0.00375432788100932	higher_in_early_ESCC	TRUE	16	0.000421417157470062	0.0113588745316937	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	83
